Message,Label
"Simdi faturalariniz 100TL bonus degerinde! Bonus'la vereceginiz 1 adet yeni otomatik fatura talimatina 15TL, 3 yeni talimata 50TL, 5 ve uzeri yeni talimata 100TL bonus! Son gun 29Subat! Detaylar:bonus.com.tr ve 4440333  ",spam
"\I;m reaching in another 2 stops.\""""",ham
Have you bookedthe hut? And also your time off? How are you by the way?,ham
Scroll up down olshop nama1,ham
I'll text now! All creepy like so he won't think that we forgot,ham
How come i din c Ì_... Yup i cut my hair...,ham
No my mum went 2 dentist.,ham
Download dan rasakan serunya game-game premium pilihan hanya di *900#,spam
Hey what's up charles sorry about the late reply.,ham
Internet ucreti odemeden sinirsiz muzik dinlemek Turkcell Muzik'ten size ozel 1 ay hediye! Hemen DINLE yazip 2222'ye gonderin,spam
U sure u can't take any sick time?,ham
Digiturkte yilin firsati Sinema kanallari ilk 3Ay 15TL 1 yil HD Aktivasyon Hediye Kurulum Ucretsiz Hemen Arayin Baglayalim 02126762020 02126694444 05339500808,spam
Sleepy.com.tr Yilin En Buyuk Firsati. 10 Kutu Cocuk Bezi + Gurme Sepeti(4x70 Sensitive Havlu+ 4x60 Gul Bahcesi Havlu+ 4x60 Hamam Havlu + 4x40 Yeni Dogan Havlu)  351TL yerine %43 indirimle 200TL. Yilin En Buyuk firsatini kacirma. Iptal icin SLEEPY RET yaz 7889 gonder Mersis 037601148790,spam
"9-16 Mart tarihleri arasinda Internet veya Cep Subesi'ne giris yaptiniz, Xbox One'i 300 TL indirimli almaya hak kazandiniz. Kodunuzu Teknosa magazalari veya teknosa.com'dan kullanabilirsiniz. Keyifli alisverisler. Kodunuz: PR51569760807",spam
İyi ki varsın güzel arkadaşım benim,ham
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,ham
I want to go to perumbavoor,ham
Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam
You do what all you like,ham
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",ham
Abi mesajlarda ve ciktilarda 1200 olarak yazilmis simdi gelen mesajda 12000 :) bi sifir eksik olmus o yuzden iban ile gondermemisim ;),ham
Just finished. Missing you plenty,ham
"PROMO: Beli paket Flash mulai 1GB di MY TELKOMSEL APP dpt EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr. Buruan, cek  di tsel.me/mytsel1 S&K",spam
Aiya we discuss later lar... Pick Ì_ up at 4 is it?,ham
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,ham
"Hai Apa Kabar? Ada Bonus Meriah Cukup isi pulsa minimun Rp 5 Ribu s.d 15 November, kamu langsung dapatkan 300 MB GRATIS. Ayo isi pulsa! Bonus utk 3 hari. RL044A",spam
Are you not around or just still asleep? :V,ham
Anytime...,ham
Dün burnuna bakıyor büyük diyor dedim benim burnum ufak sen kendine bak,ham
Sultiş nasılsın gebelik nasıl gidiyor? Bulantılar başladı mı,ham
Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,ham
suleyman hediyeniz var! 100 TL ve uzeri alisverisinizde gecerli 10 TL indiriminiz sizi bekliyor. Son gun 12 Temmuz. http://goo.gl/lEGD SMS listemizden cikmak icin 4933'e GITTIGIDIYOR RET yazip yollayabilirsiniz.,spam
"KAMPANYA: 20 Mayis'a kadar Hopi'liler Boyner'de 25 Paracik'ini 15 kata kadar degerli kullaniyor,ustune de 10 Paracik kazaniyor! 02.06'ya kadar gecerli hediye 25 Paracik'inizi harcamak icin en kazancli teklifler Boyner'de. Hopi'niz yoksa: http://bit.ly/1Eo",spam
"BASIN EKSPRESIN EN YENI PROJESINDE LANSMAN ONCESI %20YE VARAN FIYAT AVANTAJINI KACIRMAYIN. AIRPORT24, YATIRIMIN EN HAVALI HALI. 02122442424 www.airport24.com.tr",spam
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham
"Hemen DERGI yazip 2222'ye gonderin,170'ten fazla dergiyi sadece 1 dergi fiyatina Turkcell Dergilik ile okumaya baslayin (Aylik 9,90 TL)",spam
Belki seneye değişir durumlar seneye yayınlanır :),ham
Paraf'tan Paraf Ustu! 100-500 TL arasi market harcamalarinizin kusuratlari sizde kalıyor!PARA bosluk kartinizin son 6 hanesini 3404'e gonderin! Parafcard.com.tr,spam
Bulantı falan var mı,ham
Ah güzelim ne diyeyim ben sana,ham
"Kampanya: VakifBank Worldcardla 31 Ekime kadar hepsiburada.com dan tek seferde yapacaginiz 500TL ve uzeri islemlere 25TL, 1000 TL ve uzeri islemlere 50 TL Worldpuan hediye. Kampanya SMS iptali icin VBRED yazin 6757ye ucretsiz gonderin. Mersis: 62332941137",spam
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,ham
get ready to moan and scream :),ham
Dikkat Mini Cooper cikabilir! GollerCepte'den 1 kisiye takiminin renklerine ozel 2015 Model Mini Cooper! UCRETSIZ cekilise katilmak icin UCRETSIZ uygulamayi indirip formu doldurman yeterli: trcll.im/BJK trcll.im/FB trcll.im/GS trcll.im/TS,spam
Prepare to be pleasured :),ham
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",spam
"Sorry, I'll call later",ham
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",ham
"Sevgililer Gununde, sevip de soyleyemeyenler icin care burada, hemen tikla: http://trcll.im/sg3",spam
XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,spam
"Degerli Musterimiz, PEGASUS ucuslarinda koltuk seciminizi PROFESYONELLER KULUBU ile siz de ucretsiz yapin! PEGASUS yazin 2222 ye gonderin, sifrenizle flypgs.com dan alacaginiz biletletlerde koltuk seciminizi hicbir ucret odemeden yapin!",spam
"Ugurlu Kutuphane'nin bugunku konugu Azra Kohen. https://goo.gl/yUQGQr canli yayini izleyebilir, Twitter'dan bu ozel sohbete #ugurlukutuphane etiketiyle dahil olabilirsiniz.  SMS iptali icin n11 IPTAL yazip 2924'e gonderebilirsiniz Mersis:0309034533200013",spam
"Hocam,yarın on 11.30 a yetişir mi? Sayfa girişten kaynakçaya kadar olan sayfa sayısını hocanın imzalaması gereke tprogr. Yazmalıyım. Kadir bey yaptıklarını checklistede belirtmiş. Yapılması gerekenler sarıyla boyamış, sevgiler",ham
"Struktur Data, PLA, Skripsi, dan Sidang",ham
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",spam
May i call You later Pls,ham
YILBASI ALANYA 5YILDIZ FIRST CLASS OTELDE 3GECE 4GUN H.DAHIL KONAKLAMA+BANU ALKAN ESLIGINDE GALA YEMEGI 289TL-12 YAS FREE 6TAKSIT www.klashotels.com 02425262666,spam
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,ham
"I just got home babe, are you still awake ?",ham
Info resmi pt.tri care pin pemenang (8jf2177)  Simcard anda resmi mendapatkan hadiah 1 unit toyota yaris dari no 08968594××××,spam
Was doing my test earlier. I appreciate you. Will call you tomorrow.,ham
olur mu,ham
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",ham
Sehir disindayim ve seminerdeyim acil bisey var mi dostum,ham
Kigili'da kacirilmayacak kampanya! Bugune ozel 3 Gomlek sadece 88 TL! Ustelik 200 TL uzerine aninda 25 TL indirim. n11.com/kigili-gomlek,spam
"Paraf'tan Park yaratan ayricalik, Sabiha Gokcen Havalimani'nda %50 indirimli Vale Park Hizmeti! Detay http://url.parafcard.com.tr/F1",spam
Evet güzelim yarın akşam oradayız,ham
Iya kan file terkahir itu data_pasien. -_-,ham
Am surfing online store. For offers do you want to buy any thing.,ham
"Kuzum benim, maşallah iyi baba olcak inşallah.",ham
Duydum ben de,ham
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,ham
"Seminar ke Denpasar Bali mewakili kemahasiswaan & kewirausahaan dapat biaya transport Rp 10 juta. Nomor Peserta 100/semnas/9997175/dikti/2011. Direktur Kemahasiswaan DIKTI Prof. Dr. Joko Purwanto, M.Si. Hubungi 081281108799 Wahyudin Zarkasi. No. referensi PTX:001/3591/0100/1572/503",spam
My friends use to call the same.,ham
I sent lanre fakeye's Eckankar details to the mail box,ham
Teach me apps da. When you come to college.,ham
83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",spam
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,ham
Bugune ozel kampanya: Altin ve Gumus kategorisinde aninda 100 TL indirim firsati icin hemen tiklayin n11.com/Altin-Kampanyasi,spam
oke gais tp dsni udh redaan hujannya. dtggu ya,ham
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",ham
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam
15 dakka da bisiklet sureriz ??,ham
Sıkma canını belki böylesi daha hayırlıdır,ham
Ok...,ham
Arıyor,ham
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,ham
Geçmiş olsun zeyno,ham
HOTIC'te Hafta Sonuna Ozel Tum Cizmelerde NET %70 + ikinci urune %20 INDIRIM. SMS almamak icin HOTIC yazip 3172'ye gonderebilirsiniz. Mersis:0464001939500012,spam
"Erken Rezervasyon otellerinde son gün! 1000 TL üzerine 100, 2500 TL üzerine 250 TL indirim saglayan kodunuz: SJP4MT SMS red icin BVL yaz 4609a ücretsiz gönder",spam
Iyiyim ne yapayim okula gidiyoum hala ogrenciyim,ham
Maybe i could get book out tomo then return it immediately ..? Or something.,ham
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,ham
Ihtiyac kredilerinde Guz Tarifesi ile dusuk faizli veya masrafsiz kredi secenekleri Halkbank'ta sizi bekliyor. Ustelik ilk taksiti 2015'te odeme firsatiyla!,spam
Boyner Magazalari kozmetik reyonlarinda hafta sonuna ozel isaretli marka ve urunlerde %50'ye varan indirim firsati! Boyner SMS veri tabaninda kayitli oldugunuz icin bu iletiyi aliyorsunuz. Bilgi icin 4442967.Cikmak icin RET BOYNER yazip 5956'ya gonderin. ,spam
I wont do anything de.,ham
I'm home. Ard wat time will u reach?,ham
Can't take any major roles in community outreach. You rock mel,ham
"KHUSUS buat kamu. PAKET internet hanya 10ribu dgn kuota 1.5GB selama 30hr, berlaku 24Jam di Jaringan tercepat Indosat. Balas SMS ini ketik YA ke 919 sd 22 Mei 15",spam
7 lor... Change 2 suntec... Wat time u coming?,ham
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,ham
Love you aathi..love u lot..,ham
INDIRIM: Simdi tum DERIMODlarda sezonun en moda AYAKKABILARI %70'e varan indirimlerle sizi bekliyor. SMS istemiyorsaniz DERIMOD yazip 4933'e gonderebilirsiniz.,spam
Sagolasin yawru ,ham
Yok yok lazım değil ;),ham
I will take care of financial problem.i will help:),ham
The room diye bir film vardı biz onu çok sevdik aklında olsun,ham
Tamam eniştem cok teşekkür ediyoruz aldim haberleri cok sevindim inşallah cok guzel olacak ,ham
O ikisi bağımsız cümleydi yanlış anlaşıldım :) ,ham
I cant pick the phone right now. Pls send a message,ham
Yes:)here tv is always available in work place..,ham
"Maaf, Keyword yang anda masukkan ke 234 salah. Info lanjut hub call center : 200",ham
Bilal yalçnlara ne zaman gidiyoruz?,ham
Nope... Juz off from work...,ham
Görüşüp ayarlarsanız çok iyi olur Gülay ablamda beğendi,ham
KAMPANYA: EN UYGUN FIYATLI TRAFIK SIGORTASINA YESIL ISIK YAKTIK! HEMEN ARAYIN 0850 555 55 55  Iptal:GNRL yaz 3172 gonder.MERSIS:0394000603100017 TURATEL,spam
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,ham
Abi 2 parçacıma sordum yok dediler istanbuldan haber bekliyorum. Herkes ön kamera var arka yok diyor :(,ham
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,spam
YENI YILA OZEL TUM MARKA VE REYONLARDA %30-%40-%50 NET INDIRIM TUM COSKUSUYLA BASLADI! YENI YILA YAKISAN BU BUYUK INDIRIM FIRSATINI KACIRMAYIN! bit.ly/1QgNlzW,spam
Does uncle timi help in clearing cars,ham
Zeliha hocam ?,ham
PESAN RESMI Selamat NO Simcard anda M-dptkam hadiah cek.Rp.35juta dr TRI CARE pin:7Y7R8K9Z info keik: www.id-tricare2016.blogspot.com,spam
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,spam
"Kampanya: VakifBank Worldcardla 31 Aralika kadar ATM,4440724 ve Internet Bankaciliginda 60TL taksitle 500TL, 120TL taksitle 1000TL Taksitli Nakit Avans kullanin 9 taksitte odeyin. Kampanya SMSi almak istemiyorsaniz VBRED yazin, 6757ye ucretsiz gonderin.",spam
"Sayin :Turan Seril,Adiniza gelen 1750 TL degerindeki paketinizi 3 is gunu icerisinde almamaniz durumunda iade olacaktir. irtibat, 02129980623",spam
Tanıtım - Akbank'ta 36 ay vadeli on onayli 30000 TL ihtiyac krediniz hazir. Mevcut bilgilerinize gore hazirlanan limitiniz icin son tarih 22/01/2016. Detay 02626877640. Elektronik ileti izninizin iptali icin 8885'e iptal yazip gonderebilirsiniz.,spam
"INDIRIM: Simdi DERIMOD'da tum ayakkabi ve cantalarda fiyatlar ETIKETIN YARISI! Hemen siz de Derimod'a gelin, net %50 indirimi kacirmayin. Size ozel firsat tekliflerimizi almak istemiyorsaniz DERIMOD yazip 4933'e gonderin.",spam
Canım sonuçlar çıktı hiçbir anomali yok beyinde ama doktoru bulaşmadık,ham
Finish liao... U?,ham
SANAT VE SPOR MERKEZIMIZDE Satranc-Ingilizce-Bale-Piyano-Keman-Resim Dans-Drama ve Egitim Koclugu icin hizmetinizdeyiz. BORNOVA/ 05062982981 www.akademinik.org,spam
So dont use hook up any how,ham
Tmm,ham
Tum English Home hali ve kilimler %50 indirimle magazalarimizda ve www.englishhome.com.tr'de.SMS almamak icin RET yazip 4909'a gonderin.Mersis:0326026979700012,spam
Bugün Senin Günün !. %50'ye varan Nike indirimi korayspor.com'da ! Sakin kacirma. Ücretsiz Kargo,spam
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,spam
"Sorry my roommates took forever, it ok if I come by now?",ham
"Atau gaperlu ke kampus nama1 , tolong kirimin kuncinya aja make jne cenah ip",ham
"Degerli Network müsterimiz, Net %50 indirim devam ederken, dis giyim ürünlerinde sadece size özel +%30 indirim icin sifreniz 28011681. Son gün 11 Subat. Keyifli alisverisler. Detayli bilgi icin 4443662.",spam
No problem. We will be spending a lot of quality time together...,ham
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,ham
"Ama mahallede değil, iş yerinde Ben de şaka yaptım yav",ham
I didn't get the second half of that message,ham
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
Just curious because my cuz asked what I was up to,ham
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham
Who u talking about?,ham
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,ham
Erken Rezervasyonda SON! Bodrumda Hersey Dahil 5 Gun 4 Gece Cift Kisi Tatil 599 TL. www.AegeanGardenHotel.com 0252 988 01 99 Sms iptali icin http://iptal.co/Ki7,spam
Tamam hocam geliyorum :),ham
"Penawaran Spesial, Obral Paket Data 1.5 GB(00-24)+nelpon sepuasnya ke nmr Indosat hanya Rp20rb utk 1minggu.Daftar skrg ketik YA ke 929 berlaku hari ini RTX1",spam
ISTER BATTANIYE ISTER YATAK ORTUSU OLARAK KULLANILABILEN BATTAL BOY VIZON BATTANIYELER BU HAFTA 49.99TL.CIKIS:5830A MC YAZ/MERSIS0273065777400019 madamecoco.com,spam
Yes.mum lookin strong:),ham
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham
14-15 Subat tarihlerinde mobil uygulamalarimizdan yapacaginiz 75 TL ve uzeri alisverislerinizde bedava kargo firsati http://bit.ly/1KSHv79,spam
Tamam o zaman hocam hallolduysa  bidakine .bendende selamlar,ham
Quite lor. But dun tell him wait he get complacent...,ham
S..antha num corrct dane,ham
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,ham
"Penyetoran Angsuran'nya kalau mau di bayar harap Tlp dlu ke atasan sy Bpk IWAN, hp.082319733334, Dri INDOMOBIL FINANCE, Tks",spam
Dont worry. I guess he's busy.,ham
Kargoları??2 parça çünkü :D,ham
Are you ok. What happen to behave like this,ham
Yeni Sezon Tum  Konfeksiyon Urunlerinde 2. URUNE %50 KAMPANYAMIZ Bugun Baslamistir Keyifli Alisverisler Dileriz (mesaj almamak icin RET yaz 3347'e  SMS gonder),spam
"Pelanggan yth,saya REZKY operator TRI, telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo, selamat no Tri anda menang undian dr pesta akhir tahun TRI Pin pemenang (2547afr) Info klik; www.bonus-tri75.blogspot.com",spam
Biz bi konusalim istersen ben bilgi veririm ;),ham
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,ham
Diger banka kart borclarinizi 9 ay taksitle UCRETSIZ Free'ye aktarabilirsiniz.Bu aya ozel uygun faizlerle Taksitli Borc Transferi 4440011 ve Akbank Subelerinde.,spam
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",ham
"Dun aksam soylemeyi unuttum, bugun gecerken alabilir misin benide ferhatcim? ",ham
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,ham
"Olsun, yarın izlersin iyi seyirler",ham
"Indirim:Maskara, Dis Macunu ve Gunluk Pedlerde Watsons Card'a ozel %40 indirim!Detaylar: http://goo.gl/f7YmLT Cikis:WTS yaz 3525e gonder.Mersis:0212037036400019",spam
Tamam ???? haklısın yanlış yazmışım diyorum ya,ham
"Nah can't help you there, I've never had an iphone",ham
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham
And miss vday the parachute and double coins??? U must not know me very well...,ham
Selam söyle,ham
"There're some people by mu, I'm at the table by lambda",ham
Menüye girsem görünür mü acaba ?? ,ham
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham
Merhaba Kemal Muğladayım birkaç günlüğüne Ataşehir'e gitmiştim dün döndüm sen nasılsın,ham
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham
"Isi saldo TCASHmu  melalui jaringan ATM Bersama & ATM BCA! Lakukan transfer antar bank, Pilih bank TCASH (Kode bank 911). Gunakan No HP sbg no rekening tujuan.",spam
Baharla birlikte sicak yurekler yetiririz belki antalyaya ;),ham
"Fiat 500L kazanma sansi icin son 7 gun! 08505555555'i arayin veya http://goo.gl/TQ7L3Y sayfasindan Trafik veya Kasko teklifinizi alin, kazanma sansi yakalayin.",spam
Maaf kaprodi kita itu siapa yah hehe,ham
"Bugune ozel kacirilmayacak firsat! 1899 TL'ye Samsung Galaxy Note 4, ustelik 100 TL chip-para hediye http://bit.ly/1DjXM2w",spam
Sitting ard nothing to do lor. U leh busy w work?,ham
Meet after lunch la...,ham
Onur ancak aklıma geldi omnet örnek lerini gonderecektin bana,ham
Ko gtu ya parah bgt masa jam kerja ngeroko. Biar dapet inspirasi meren ya,ham
Farketmez isterseniz yemekten sonra çılabilirim,ham
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ham
Hey mr whats the name of that bill brison book the one about language and words ,ham
Dude we should go sup again,ham
"Digiturk AYDA SADECE 5,99TL, Ayda 600 adet film, belgesel kanallari, spor kanallari hediye ,Size özel FIRSAT KODU: TJN1703 HEMEN ARAYIN 02162990473",spam
"BPR SYARIAH di Yogya siap melayani pembiayaan usaha anda.syarat:copy KTP,KK,Buku Nikah, cukup dg jaminan bpkb.sertipikat,proses survey cepat hub: 082133271400",spam
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,spam
No. I dont want to hear anything,ham
"quota 1,5 GB harga hanya mulai 32,5 ribu, beli paketnya di *100*1# Puas internetan selama 30 hari",spam
Just sent it. So what type of food do you like?,ham
GRATIS internetan 5MB berlaku utk 7 hari hanya dg isi ulang AXISmu hari ini Rp5.000. Ayo isi ulang sekarang juga & nikmati bonusnya. Info838,spam
I'm reaching home in 5 min.,ham
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham
"Money Dostu! Tek seferde 20TL bal, recel, tahin, pekmez alisverisine 5Money hediye, 5-18Mart Migros,Tansasta! Katilmak icin MONEY yaz 5818e gonder.Bilgi:4441044",spam
I wonder if you'll get this text?,ham
I will see in half an hour,ham
Tüm otel ve tur alisverislerinde gecerli siz üyemize özel %10 indirim kodunuz: B23TH1 http://goo.gl/wYX0ss SMS iptal icin BVL RED yazip 5830a ücretsiz gönderin,spam
\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,ham
Paraf ile Gold Teknoloji Marketlerinde 750 TL ve uzeri alisverislere 75 TL Gold ParafPara ve 9 taksit. Son gun: 31 Aralik http://url.parafcard.com.tr/47,spam
Paraf uyesi seyahat acentelerinden Parafla tek seferde 1.500TL harcamaya 100TL indirim!Tatil yaz kart son 6 haneyi 3404e gonder!Songun 31 Ocak parafcard.com.tr,spam
Ok lor... But buy wat?,ham
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
Akay Garden CESME'de EYLUL FIRSATI 4GECE 5GUN Hersey Dahil TATIL Sadece 399TL 0-14 Yas Cocuk Ucretsiz +9Taksit 02324240960 akaygarden.com smsiptalicin.com,spam
"Boyner'de BUYUK KIS INDIRIMI basladi!Secili kazak&gomlekler 29.99TL,elbise 34.99TL,pantolon 39.99TL,mont49.99TL,botlar 69.99TL!Ustelik HSBC Advantage'a 9 taksit",spam
Ok.ok ok..then..whats ur todays plan,ham
"Terkini, ungkapin apa yang ada dipikiranmu lewat sticker line, beli pake pulsa TSel https://store.line.me/ download di stickershop",spam
You still around? I could use a half-8th,ham
Sizi ozledik!Size ozel 20TL bonus!156012 ile biten kartinizla 13-31 Ocak'ta toplam 80TL harcayin 20TL bonus hediyemiz olsun.SECIM yazin kart son 6 haneyi 3340'a gonderin bonus.com.tr/z4 Ucretsiz SMS almak istemiyorsaniz SMSIPTAL yazip 3342'ye gonderebilirsiniz.,spam
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,spam
Yatıyorlar gözlerim üstlerinde,ham
Ben orda yaşamadığımızı ve senin aşabileceğini söylemiştim.,ham
"minal aidzin walfaidin, mohon maaf lahir dan batin ya semua akang teteh. ",ham
Yargici'da Miles&Smiles kredi kartiniza ozel 500 TL'ye ekstra 500 mil ayricaligi sizi bekliyor. Daha fazla kampanya ve firsat icin BonusFlas'i indirin garanti.com.tr/bonus_flas. Size ozel indirim ve kampanyalarimiz ile ilgili Ucretsiz SMS almak istemiyorsaniz SMSIPTAL yazip 3342'ye gonderebilirsiniz.,spam
"Probably, want to pick up more?",ham
Pesan Resmi M-KIOS Sim Card Anda Menang Hadiah ke4 Cek 100jt Dari Promo M-KIOS PIN:M7H7R47 hub:Ir.H.SURIANTO 0823 8777 5019 klik: www.kjtn-mkiosjkt.blogspot.com,spam
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham
TUM URUNLERDE %50+%50 EKSTRA INDIRIM! 22 KASIM'A KADAR MUGLA MAGAZALARINDA! KACIRMAYIN! (SMS IPTAL:5830'A MC). MERSIS: 0273065777400019 madamecoco.com,spam
Sen 19:00'da mı çıkıyorsun?,ham
Gaaais dlm semenit aja aku jd nasabah btpn wkwk,ham
MOI'de Bahar Karnavali! Yarin saat 19:00'da ucretsiz Atiye konseri ile basliyor. Rengarenk ciceklerle baharin coskusunu birlikte yasamaya ne dersiniz? ,spam
Well its not like you actually called someone a punto. That woulda been worse.,ham
Mudo'da KISIN EN BUYUK INDIRIMI devam ediyor! Tum giyim ve aksesuar urunlerinde %50'den %70'e indirimi kacirmayin! Detay mudo.com.tr,spam
Haberin varmı diye sorayım dedim :),ham
No one interested. May be some business plan.,ham
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,ham
"Yeni telefonunuzla hediye edilen 3 Aylik Akilli Depo 50 GB Paketiniz tanimlandi. Ucretsiz Akilli Deponuz ile, tum selfie'leri, foto ve videolarinizi yedekleyebilir, ister PC ister iPadden ulasabilirsiniz. Indirmek icin http://trcll.im/depo",spam
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",ham
Friends that u can stay on fb chat with,ham
"baska firmalari.denk getirmeye calistim daha pahali oluyo, senden haber bekliyorum",ham
Paraf ile yapacaginiz pesin harcamalarinizi Kasim ayina ozel %1 faiz ile hesap kesim tarihi oncesinde Halkbank Internet Subesi veya 0850 222 0 400 Halkbank Dialog araciligiyla 9 aya kadar sonradan taksitlendirebilirsiniz!,spam
"Slmlar kardeş ancak çıkıyoruz yola da..:) senin takımlarıda geçerken bırakayım eve lazım olur nede olsa en az 15 gün yokuz ,) tabi uyumadıysanız :)",ham
SON SAATLER | Size Özel Sürpriz Hediye Çekinizi Kullanmak İçin Acele Edin! : bit.ly/morhiposurpriz,spam
"Alhamdulillah, puji syukur atas nikmat Allah swt. yang telah memberikan nikmat hidup sampai detik ini sehingga saya masih bisa untuk mengevaluasi diri. Selama itu tentu saya menyadari banyak melakukan kekhilafan dan kesalahan.",ham
How much would it cost to hire a hitman,ham
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam
Teşekkür ederiz teyzesi,ham
"MTV odemenizi Internet veya Cep Subesi'nden yapin, kredi kartina 3 taksit ve Piranha'dan 99 TL'ye tablet firsatini kacirmayin! Bilgi: http://goo.gl/lfWHh0",spam
